"word","form","level"
"hard","adj.","A1"
"hard","adv.","A1"
"hardly","adv.","B1"
"hardware","n.","C1"
"harm","n.","B2"
"harm","v.","B2"
"harmful","adj.","B2"
"harmony","n.","C1"
"harsh","adj.","C1"
"harvest","n.","C1"
"harvest","v.","C1"
"hat","n.","A1"
"hate","n.","B1"
"hate","v.","A1"
"hatred","n,","C1"
"haunt","v.","C1"
"have","auxiliary v.","A2"
"have","v.","A1"
"have to","modal v.","A1"
"hazard","n.","C1"
"he","pron.","A1"
"head","n.","A1"
"head","v.","B1"
"headache","n.","A2"
"headline","n.","B1"
"headquarters","n.","B2"
"heal","v.","B2"
"health","n.","A1"
"healthcare","n.","B2"
"healthy","adj.","A1"
"hear","v.","A1"
"hearing","n.","B2"
"heart","n.","A2"
"heat","n.","A2"
"heat","v.","A2"
"heating","n.","B1"
"heaven","n.","B2"
"heavily","adv.","B1"
"heavy","adj.","A2"
"heel","n.","B2"
"height","n.","A2"
"heighten","v.","C1"
"helicopter","n.","B1"
"hell","n.","B2"
"hello","exclam./n.","A1"
"helmet","n.","B2"
"help","n.","A1"
"help","v.","A1"
"helpful","adj.","A2"
"hence","adv.","Β2"
"her","det.","A1"
"her","pron.","A1"
"herb","n.","B2"
"here","adv.","A1"
"heritage","n.","C1"
"hero","n.","A2"
"hers","pron.","A2"
"herself","pron.","A2"
"hesitate","v.","B2"
"hey","exclam.","A1"
"hi","exclam.","A1"
"hidden","adj.","B2"
"hide","v.","A2"
"high","adj.","A1"
"high","adv.","A2"
"high","n.","B2"
"highlight","n.","B1"
"highlight","v.","B1"
"highly","adv.","B1"
"high-profile","adj.","C1"
"highway","n.","B2"
"hilarious","adj.","B2"
"hill","n.","A2"
"him","pron.","A1"
"himself","pron.","A2"
"hint","n.","C1"
"hint","v.","C1"
"hip","n.","B2"
"hire","n.","B2"
"hire","v.","B1"
"his","det.","A1"
"his","pron.","A2"
"historian","n.","B2"
"historic","adj.","B1"
"historical","adj.","B1"
"history","n.","A1"
"hit","n.","A2"
"hit","v.","A2"
"hobby","n.","A1"
"hockey","n.","A2"
"hold","n.","B2"
"hold","v.","A2"
"hole","n.","A2"
"holiday","n.","A1"
"hollow","adj.","B2"
"holy","adj.","B2"
"home","adj.","A2"
"home","adv.","A1"
"home","n.","A1"
"homeland","n.","C1"
"homeless","adj.","B2"
"homework","n.","A1"
"honest","adj.","B1"
"honesty","n.","B2"
"honour","n.","B2"
"honour","v.","B2"
"hook","n.","C1"
"hook","v.","B2"
"hope","n.","A2"
"hope","v.","A1"
"hopeful","adj.","C1"
"hopefully","adv.","B2"
"horizon","n.","C1"
"horn","n.","C1"
"horrible","adj.","B1"
"horror","n.","B1"
"horse","n.","A1"
"hospital","n.","A1"
"host","n.","B1"
"host","v.","B2"
"hostage","n.","C1"
"hostile","adj.","C1"
"hostility","n.","C1"
"hot","adj.","A1"
"hotel","n.","A1"
"hour","n.","A1"
"house","n.","A1"
"house","v.","B2"
"household","n.","B2"
"housing","n.","B2"
"how","adv.","A1"
"however","adv.","A1"
"huge","adj.","A2"
"human","adj.","A2"
"human","n.","A2"
"humanitarian","adj.","C1"
"humanity","n.","C1"
"humble","adj.","C1"
"humorous","adj.","B2"
"humour","n.","B2"
"hundred","number","A1"
"hunger","n.","B2"
"hungry","adj.","A1"
"hunt","n.","B2"
"hunt","v.","B1"
"hunting","n.","B2"
"hurricane","n.","B1"
"hurry","n.","B1"
"hurry","v.","B1"
"hurt","adj.","A2"
"hurt","n.","B2"
"hurt","v.","A2"
"husband","n.","A1"
"hydrogen","n.","C1"
"I","pron.","A1"
"ice","n.","A1"
"ice cream","n.","A1"
"icon","n.","B2"
"ID","n.","B2"
"idea","n.","A1"
"ideal","adj.","A2"
"ideal","n.","B2"
"identical","adj.","B2"
"identification","n.","C1"
"identify","v.","A2"
"identity","n.","B1"
"ideological","adj.","C1"
"ideology","n.","C1"
"idiot","n.","C1"
"if","conj.","A1"
"ignorance","n.","C1"
"ignore","v.","B1"
"ill","adj.","A2"
"illegal","adj.","B1"
"illness","n.","A2"
"illustrate","v.","B2"
"illustration","n.","B2"
"image","n.","A2"
"imagery","n.","C1"
"imaginary","adj.","B1"
"imagination","n.","B2"
"imagine","v.","A1"
"immediate","adj.","B1"
"immediately","adv.","A2"
"immense","adj.","C1"
"immigrant","n.","B1"
"immigration","n.","B2"
"imminent","adj.","C1"
"immune","adj.","B2"
"impact","n.","B1"
"impact","v.","B1"
"impatient","adj.","B2"
"implication","n.","B2"
"imply","v.","B2"
"import","n.","B1"
"import","v.","B1"
"importance","n.","B1"
"important","adj.","A1"
"impose","v.","B2"
"impossible","adj.","A2"
"impress","v.","B2"
"impressed","adj.","B2"
"impression","n.","B1"
"impressive","adj.","B1"
"imprison","v.","C1"
"imprisonment","n.","C1"
"improve","v.","A1"
"improvement","n.","B1"
"in","adv.","A1"
"in","prep.","A1"
"inability","n.","C1"
"inadequate","adj.","C1"
"inappropriate","adj.","C1"
"incentive","n.","B2"
"inch","n.","B2"
"incidence","n.","C1"
"incident","n.","B2"
"inclined","adj.","C1"
"include","v.","A1"
"included","adj.","A2"
"including","prep.","A2"
"inclusion","n.","C1"
"income","n.","B2"
"incorporate","v.","B2"
"incorrect","adj.","B2"
"increase","n.","A2"
"increase","v.","A2"
"increasingly","adv.","B2"
"incredible","adj.","A2"
"incredibly","adv.","B1"
"incur","v.","C1"
"indeed","adv.","B1"
"independence","n.","B2"
"independent","adj.","A2"
"index","n.","B2"
"indicate","v.","B1"
"indication","n.","B2"
"indicator","n.","C1"
"indictment","n.","C1"
"indirect","adj.","B1"
"indigenous","adj.","C1"
"individual","adj.","A2"
"individual","n.","A2"
"induce","v.","C1"
"indulge","v.","C1"
"industrial","adj.","B2"
"industry","n.","A2"
"inequality","n.","C1"
"inevitable","adj.","B2"
"inevitably","adv.","B2"
"infamous","adj.","C1"
"infant","n.","C1"
"infect","v.","C1"
"infection","n.","B2"
"infer","v.","B2"
"inflation","n.","B2"
"inflict","v.","C1"
"influence","n.","B1"
"influence","v.","B1"
"influential","adj.","C1"
"info","n.","B2"
"inform","v.","B2"
"informal","adj.","A2"
"information","n.","A1"
"infrastructure","n.","B2"
"ingredient","n.","B1"
"inhabitant","n.","B2"
"inherent","adj.","C1"
"inherit","v.","B2"
"inhibit","v.","C1"
"initial","adj.","B2"
"initially","adv.","B2"
"initiate","v.","C1"
"initiative","n.","B2"
"injure","v.","B1"
"injured","adj.","B1"
"injury","n.","A2"
"injustice","n.","C1"
"ink","n.","B2"
"inmate","n.","C1"
"inner","adj.","B2"
"innocent","adj.","B1"
"innovation","n.","B2"
"innovative","adj.","B2"
"input","n.","B2"
"inquire","v.","B2"
"inquiry","n.","B2"
"insect","n.","A2"
"insert","v.","B2"
"insertion","n.","C1"
"inside","adj.","A2"
"inside","adv.","A2"
"inside","n.","A2"
"inside","prep.","A2"
"insider","n.","C1"
"insight","n.","B2"
"insist","v.","B2"
"inspect","v.","C1"
"inspection","n.","C1"
"inspector","n.","B2"
"inspire","v.","B2"
"inspiration","n.","C1"
"install","v.","B2"
"installation","n.","B2"
"instance","n.","B2"
"instant","adj.","B2"
"instantly","adv.","B2"
"instead","adv.","A2"
"instinct","n.","C1"
"institute","n.","B2"
"institution","n.","B2"
"institutional","adj.","C1"
"instruct","v.","C1"
"instruction","n.","A2"
"instructor","n.","A2"
"instrument","n.","A2"
"instrumental","adj.","C1"
"insufficient","adj.","C1"
"insult","n.","C1"
"insult","v.","C1"
"insurance","n.","B2"
"intact","adj.","C1"
"intake","n.","C1"
"integral","adj.","C1"
"integrate","v.","B2"
"integrated","adj.","C1"
"integration","n.","C1"
"integrity","n.","C1"
"intellectual","adj.","B2"
"intellectual","n.","C1"
"intelligence","n.","B1"
"intelligent","adj.","A2"
"intend","v.","B1"
"intended","adj.","B2"
"intense","adj.","B2"
"intensify","v.","C1"
"intensity","n.","C1"
"intensive","adj.","C1"
"intent","n.","C1"
"intention","n.","B1"
"interact","v.","B2"
"interaction","n.","B2"
"interactive","adj.","C1"
"interest","n.","A1"
"interest","v.","A1"
"interested","adj.","A1"
"interesting","adj.","A1"
"interfere","v.","C1"
"interference","n.","C1"
"interim","adj.","C1"
"interior","adj.","C1"
"interior","n.","C1"
"internal","adj.","B2"
"international","adj.","A2"
"internet","n.","A1"
"interpret","v.","B2"
"interpretation","n.","B2"
"interrupt","v.","B2"
"interval","n.","B2"
"intervene","v.","C1"
"intervention","n.","C1"
"interview","n.","A1"
"interview","v.","A1"
"intimate","adj.","C1"
"into","prep.","A1"
"intriguing","adj.","C1"
"introduce","v.","A1"
"introduction","n.","A2"
"invade","v.","B2"
"invasion","n.","B2"
"invent","v.","A2"
"invention","n.","A2"
"invest","v.","B1"
"investigate","v.","B1"
"investigation","n.","B2"
"investigator","n.","C1"
"investment","n.","B2"
"investor","n.","B2"
"invisible","adj.","C1"
"invitation","n.","A2"
"invite","v.","A2"
"invoke","v.","C1"
"involve","v.","A2"
"involved","adj.","B1"
"involvement","n.","C1"
"iron","n.","B1"
"iron","v.","B1"
"ironic","adj.","C1"
"ironically","adv.","C1"
"irony","n.","C1"
"irrelevant","adj.","C1"
"island","n.","A1"
"isolate","v.","B2"
"isolated","adj.","B2"
"isolation","n.","C1"
"issue","n.","B1"
"issue","v.","B2"
"IT","n.","B1"
"it","pron.","A1"
"item","n.","A2"
"its","det.","A1"
"itself","pron.","A2"
"jacket","n.","A1"
"jail","n.","B2"
"jail","v.","B2"
"jam","n.","A2"
"January","n.","A1"
"jazz","n.","A2"
"jeans","n.","A1"
"jet","n.","B2"
"jewellery","n.","A2"
"job","n.","A1"
"join","v.","A1"
"joint","adj.","B2"
"joint","n.","B2"
"joke","n.","A2"
"joke","v.","A2"
"journal","n.","B1"
"journalism","n.","B2"
"journalist","n.","A2"
"journey","n.","A1"
"joy","n.","B2"
"judge","n.","B1"
"judge","v.","B1"
"judgement","n.","B2"
"judicial","adj.","C1"
"juice","n.","A1"
"July","n.","A1"
"jump","n.","A2"
"jump","v.","A2"
"junction","n.","C1"
"June","n.","A1"
"junior","adj.","B2"
"jurisdiction","n.","C1"
"jury","n.","B2"
"just","adv.","A1"
"just","adj.","C1"
"justice","n.","B2"
"justify","v.","B2"
"keen","adj.","B1"
"keep","v.","A1"
"key","adj.","A1"
"key","n.","A1"
"key","v.","B1"
"keyboard","n.","B1"
"kick","n.","B1"
"kick","v.","B1"
"kid","n.","A2"
"kidnap","v.","C1"
"kidney","n.","C1"
"kill","v.","A2"
"killing","n.","B1"
"kilometre","n.","A1"
"kind (caring)","adj.","B1"
"kind (type)","n.","A1"
"kingdom","n.","C1"
"king","n.","A2"
"kiss","n.","B1"
"kiss","v.","B1"
"kit","n.","B2"
"kitchen","n.","A1"
"knee","n.","A2"
"knife","n.","A2"
"knock","n.","B1"
"knock","v.","A2"
"know","v.","A1"
"knowledge","n.","A2"
"lab","n.","A2"
"label","n.","B1"
"label","v.","B1"
"laboratory","n.","B1"
"labour","n.","B2"
"lack","n.","B1"
"lack","v.","B1"
"lad","n.","C1"
"ladder","n.","B2"
"lady","n.","A2"
"lake","n.","A2"
"lamp","n.","A2"
"land","n.","A1"
"land","v.","A2"
"landing","n.","B2"
"landlord","n.","C1"
"landmark","n.","C1"
"landscape","n.","B2"
"lane","n.","B2"
"language","n.","A1"
"lap","n.","C1"
"laptop","n.","A2"
"large","adj.","A1"
"large-scale","adj.","C1"
"largely","adv.","B2"
"last' (final)","adv.","A2"
"last' (final)","det.","A1"
"last' (final)","n.","A2"
"last' (taking time)","v.","A2"
"late","adj.","A1"
"late","adv.","A1"
"lately","adv.","B2"
"later","adj.","A2"
"later","adv.","A1"
"latest","adj.","B1"
"latest","n.","B2"
"latter","adj.","C1"
"latter","n.","C1"
"laugh","n.","A1"
"laugh","v.","A1"
"laughter","n.","A2"
"launch","n.","B2"
"launch","v.","B2"
"law","n.","A2"
"lawn","n.","C1"
"lawsuit","n.","C1"
"lawyer","n.","A2"
"lay","v.","B1"
"layer","n.","B1"
"layout","n.","C1"
"lazy","adj.","A2"
"lead¹","n.","B1"
"lead¹","v.","A2"
"leader","n.","A2"
"leadership","n.","B2"
"leading","adj.","B1"
"leaf","n.","B1"
"leaflet","n.","B2"
"league","n.","B2"
"leak","n.","C1"
"leak","v.","C1"
"lean","v.","B2"
"leap","n.","C1"
"leap","v.","C1"
"learn","v.","A1"
"learning","n.","A2"
"least","adv.","A2"
"least","det./pron.","A2"
"leather","n.","B1"
"leave","n.","B2"
"leave","v.","A1"
"lecture","n.","A2"
"lecture","v.","A2"
"left","adj.","A1"
"left","adv.","A1"
"left","n.","A1"
"leg","n.","A1"
"legacy","n.","C1"
"legal","adj.","B1"
"legislation","n.","C1"
"legislative","adj.","C1"
"legislature","n.","C1"
"legitimate","adj.","C1"
"leisure","n.","B1"
"lemon","n.","A2"
"lend","v.","A2"
"length","n.","B1"
"lengthy","adj.","C1"
"lens","n.","B2"
"lesbian","adj.","C1"
"less","adv.","A2"
"less","det./pron.","A2"
"lesser","adj.","C1"
"lesson","n.","A1"
"let","v.","A1"
"lethal","adj.","C1"
"letter","n.","A1"
"level","adj.","B1"
"level","n.","A2"
"level","v.","B2"
"liable","adj.","C1"
"liberal","adj.","C1"
"liberal","n.","C1"
"liberation","n.","C1"
"liberty","n.","C1"
"library","n.","A1"
"licence","n.","B2"
"license","v.","C1"
"lie¹","v.","A1"
"lie² (tell a lie)","n.","B1"
"lie² (tell a lie)","v.","B1"
"life","n.","A1"
"lifelong","adj.","C1"
"lifestyle","n.","A2"
"lifetime","n.","B2"
"lift","n.","A2"
"lift","v.","A2"
"light (from the sun/a lamp)","adj.","A1"
"light (from the sun/a lamp)","n.","A1"
"light (from the sun/a lamp)","v.","A2"
"light (not heavy)","adj.","A2"
"lighting","n.","B2"
"like (find sb/sth pleasant)","n.","B1"
"like (find sb/sth pleasant)","v.","A1"
"like (similar)","prep.","A1"
"likelihood","n.","C1"
"likely","adj.","A2"
"likewise","adv.","B2"
"limb","n.","C1"
"limit","n.","B1"
"limit","v.","B1"
"limitation","n.","B2"
"limited","adj.","B2"
"line","n.","A1"
"line","v.","B2"
"linear","adj.","C1"
"line-up","n.","C1"
"linger","v.","C1"
"link","n.","A2"
"link","v.","A2"
"lion","n.","A1"
"lip","n.","B1"
"liquid","adj.","B1"
"liquid","n.","B1"
"list","n.","A1"
"list","v.","A1"
"listen","v.","A1"
"listener","n.","A2"
"listing","n.","C1"
"literacy","n.","C1"
"literally","adv.","B2"
"literary","adj.","B2"
"literature","n.","B1"
"litre","n.","B2"
"litter","n.","B2"
"little","adj.","A1"
"little","adv.","A2"
"little","det./pron.","A1"
"live¹","v.","A1"
"live²","adj.","B1"
"live²","adv.","B1"
"lively","adj.","B2"
"liver","n.","C1"
"living","adj.","B1"
"living","n.","B1"
"load","n.","B2"
"load","v.","B2"
"loan","n.","B2"
"lobby","n.","C1"
"lobby","v.","C1"
"local","adj.","A1"
"local","n.","B1"
"locate","v.","B1"
"located","adj.","B1"
"location","n.","B1"
"lock","n.","A2"
"lock","v.","A2"
"log","n.","C1"
"log","v.","C1"
"logic","n.","C1"
"logical","adj.","B2"
"logo","n.","B2"
"lonely","adj.","B1"
"long¹","adj.","A1"
"long¹","adv.","A1"
"long-standing","adj.","C1"
"long-term","adj.","B2"
"long-term","adv.","B2"
"long-time","adj.","C1"
"loom","v.","C1"
"look","n.","A2"
"look","v.","A1"
"loop","n.","C1"
"loose","adj.","B2"
"lord","n.","B2"
"lorry","n.","A2"
"lose","v.","A1"
"loss","n.","B1"
"lost","adj.","A2"
"lot","adv.","A1"
"lot","det.","A1"
"lot","pron.","A1"
"lottery","n.","B2"
"loud","adj.","A2"
"loud","adv.","A2"
"loudly","adv.","A2"
"love","n.","A1"
"love","v.","A1"
"lovely","adj.","A2"
"low","adj.","A2"
"low","adv.","A2"
"low","n.","B2"
"lower","v.","B2"
"loyal","adj.","B2"
"loyalty","n.","C1"
"luck","n.","A2"
"lucky","adj.","A2"
"lunch","n.","A1"
"lung","n.","B2"
"luxury","n.","B1"
"lyric","n.","B2"
"machine","n.","A1"
"machinery","n.","C1"
"mad","adj.","B1"
"magazine","n.","A1"
"magic","adj.","B1"
"magic","n.","B1"
"magical","adj.","C1"
"magistrate","n.","C1"
"magnetic","adj.","C1"
"magnificent","adj.","B2"
"magnitude","n.","C1"
"mail","n.","A2"
"mail","v.","A2"
"main","adj.","A1"
"mainland","n.","C1"
"mainly","adv.","B1"
"mainstream","adj.","C1"
"mainstream","n.","C1"
"maintain","v.","B2"
"maintenance","n.","C1"
"major","adj.","A2"
"majority","n.","B2"
"make","n.","B2"
"make","v.","A1"
"make-up","n.","B2"
"making","n.","B2"
"male","adj.","A2"
"male","n.","A2"
"mall","n.","B1"
"man","n.","A1"
"manage","v.","A2"
"management","n.","B1"
"manager","n.","A2"
"mandate","n.","C1"
"mandatory","adj.","C1"
"manifest","v.","C1"
"manipulate","v.","C1"
"manipulation","n.","C1"
"manner","n.","A2"
"manufacture","v.","B2"
"manufacturing","n.","B2"
"manuscript","n.","C1"
"many","det./pron.","A1"
"map","n.","A1"
"map","v.","B2"
"marathon","n.","B2"
"March","n.","A1"
"march","n.","C1"
"march","v.","C1"
"margin","n.","B2"
"marginal","adj.","C1"
"marine","adj.","C1"
"mark","n.","A2"
"mark","v.","A2"
"marker","n.","B2"
"market","n.","A1"
"market","v.","B1"
"marketing","n.","B1"
"marketplace","n.","C1"
"marriage","n.","B1"
"married","adj.","A1"
"marry","v.","A2"
"martial","adj.","B2"
"mask","n.","C1"
"mass","adj.","B2"
"mass","n.","B2"
"massacre","n.","C1"
"massive","adj.","B2"
"master","n.","B2"
"master","v.","B2"
"match (contest/correspond)","n.","A1"
"match (contest/correspond)","v.","A1"
"matching","adj.","B2"
"mate","n.","B2"
"mate","v.","B2"
"material","adj.","B2"
"material","n.","A2"
"mathematical","adj.","C1"
"mathematics","n.","A2"
"maths","n.","A2"
"matter","n.","A2"
"matter","v.","A2"
"mature","adj.","C1"
"mature","v.","C1"
"maximize","v.","C1"
"maximum","adj.","B2"
"maximum","n.","B2"
"May","n.","A1"
"may","modal v.","A2"
"maybe","adv.","A1"
"mayor","n.","B2"
"me","pron.","A1"
"meal","n.","A1"
"mean","v.","A1"
"meaning","n.","A1"
"meaningful","adj.","C1"
"means","n.","B2"
"meantime","n.","C1"
"meanwhile","adv.","B1"
"measure","n.","B1"
"measure","v.","B1"
"measurement","n.","B2"
"meat","n.","A1"
"mechanic","n.","B2"
"mechanical","adj.","B2"
"mechanism","n.","B2"
"medal","n.","B2"
"media","n.","A2"
"medical","adj.","A2"
"medication","n.","B2"
"medicine","n.","A2"
"medieval","adj.","C1"
"meditation","n.","C1"
"medium","adj.","B1"
"medium","n.","B2"
"meet","v.","A1"
"meeting","n.","A1"
"melody","n.","C1"
"melt","v.","B2"
"member","n.","A1"
"membership","n.","B2"
"memo","n.","C1"
"memoir","n.","C1"
"memorable","adj.","B2"
"memorial","n.","C1"
"memory","n.","A2"
"mental","adj.","B1"
"mention","n.","B1"
"mention","v.","A2"
"mentor","n.","C1"
"menu","n.","A1"
"merchant","n.","C1"
"mercy","n.","C1"
"mere","adj.","C1"
"merely","adv.","C1"
"merge","v.","C1"
"merger","n.","C1"
"merit","n.","C1"
"mess","n.","B1"
"mess","v.","B1"
"message","n.","A1"
"metal","n.","A2"
"metaphor","n.","B2"
"method","n.","A2"
"methodology","n.","C1"
"metre","n.","A1"
"mid","adj.","B2"
"middle","adj.","A2"
"middle","n.","A2"
"midnight","n.","A1"
"midst","n.","C1"
"might","modal v.","A2"
"migration","n.","C1"
"mild","adj.","B1"
"mile","n.","A1"
"militant","adj.","C1"
"militant","n.","C1"
"military","adj.","B2"
"military","n.","B2"
"militia","n.","C1"
"milk","n.","A1"
"mill","n.","C1"
"million","number","A1"
"mind","n.","A2"
"mind","v.","A2"
"mine (belongs to me)","pron.","A2"
"mine (hole in the ground)","n.","B1"
"miner","n.","B2"
"mineral","n.","B2"
"minimal","adj.","C1"
"minimize","v.","C1"
"minimum","adj.","B2"
"minimum","n.","B2"
"mining","n.","C1"
"minister","n.","B2"
"ministry","n.","C1"
"minor","adj.","B2"
"minority","n.","B2"
"minute¹","n.","A1"
"minute²","adj.","C1"
"miracle","n.","C1"
"mirror","n.","A2"
"miserable","adj.","B2"
"misery","n.","C1"
"misleading","adj.","C1"
"miss","v.","A1"
"missile","n.","C1"
"missing","adj.","A2"
"mission","n.","B2"
"mistake","n.","A1"
"mistake","v.","B2"
"mix","n.","B1"
"mix","v.","B1"
"mixed","adj.","B2"
"mixture","n.","B1"
"mob","n.","C1"
"mobile","adj.","A2"
"mobile","n.","A2"
"mobility","n.","C1"
"mobilize","v.","C1"
"mode","n.","B2"
"model","n.","A1"
"model","v.","B2"
"moderate","adj.","C1"
"modern","adj.","A1"
"modest","adj.","B2"
"modification","n.","C1"
"modify","v.","B2"
"moment","n.","A1"
"momentum","n.","C1"
"Monday","n.","A1"
"money","n.","A1"
"monitor","n.","B2"
"monitor","v.","B2"
"monk","n.","C1"
"monkey","n.","A2"
"monopoly","n.","C1"
"monster","n.","B2"
"month","n.","A1"
"monthly","adj.","B2"
"monument","n.","B2"
"mood","n.","B1"
"moon","n.","A2"
"moral","adj.","B2"
"moral","n.","B2"
"morality","n.","C1"
"more","adv.","A1"
"more","det./pron.","A1"
"moreover","adv.","B2"
"morning","n.","A1"
"mortgage","n.","B2"
"mosque","n.","B2"
"most","adv.","A1"
"most","det./pron.","A1"
"mostly","adv.","A2"
"mother","n.","A1"
"motion","n.","B2"
"motivate","v.","B2"
"motivation","n.","B2"
"motive","n.","C1"
"motor","adj.","B2"
"motor","n.","B2"
"motorcycle","n.","A2"
"motorist","n.","C1"
"mount","v.","B2"
"mountain","n.","A1"
"mouse","n.","A1"
"mouth","n.","A1"
"move","n.","B1"
"move","v.","A1"
"movement","n.","A2"
"movie","n.","A1"
"moving","adj.","B2"
"much","adv.","A1"
"much","det./pron.","A1"
"mud","n.","B1"
"multiple","adj.","B2"
"multiply","v.","B2"
"mum","n.","A1"
"municipal","adj.","C1"
"murder","n.","B1"
"murder","v.","B1"
"muscle","n.","B1"
"museum","n.","A1"
"music","n.","A1"
"musical","adj.","A2"
"musical","n.","B1"
"musician","n.","A2"
"must","modal v.","A1"
"mutual","adj.","C1"
"my","det.","A1"
"myself","pron.","A2"
"mysterious","adj.","B2"
"mystery","n.","B1"
"myth","n.","B2"
"nail","n.","B1"
"naked","adj.","B2"
"name","n.","A1"
"name","v.","A1"
"namely","adv.","C1"
"narrative","adj.","B1"
"narrative","n.","B1"
"narrow","adj.","A2"
"narrow","v.","B2"
"nasty","adj.","B2"
"nation","n.","B1"
"national","adj.","A2"
"national","n.","B2"
"nationwide","adj.","C1"
"native","adj.","B1"
"native","n.","B1"
"natural","adj.","A1"
"naturally","adv.","B1"
"nature","n.","A2"
"naval","adj.","C1"
"navigation","n.","B2"
"near","adj.","A1"
"near","adv.","A1"
"near","prep.","A1"
"nearby","adj.","B2"
"nearby","adv.","B2"
"nearly","adv.","A2"
"neat","adj.","B2"
"necessarily","adv.","B1"
"necessary","adj.","A2"
"necessity","n.","B2"
"neck","n.","A2"
"need","modal v.","B1"
"need","n.","A2"
"need","v.","A1"
"needle","n.","B1"
"negative","adj.","A1"
"negative","n.","B2"
"neglect","n.","C1"
"neglect","v.","C1"
"negotiate","v.","B2"
"negotiation","n.","B2"
"neighbour","n.","A1"
"neighbourhood","n.","B1"
"neighbouring","adj.","C1"
"neither","adv.","B1"
"neither","det./pron.","A2"
"nerve","n.","B2"
"nervous","adj.","A2"
"nest","n.","C1"
"net","adj.","C1"
"net","n.","B1"
"network","n.","A2"
"neutral","adj.","B2"
"never","adv.","A1"
"nevertheless","adv.","B2"
"new","adj.","A1"
"newly","adv.","B2"
"news","n.","A1"
"newsletter","n.","C1"
"newspaper","n.","A1"
"next","adj.","A1"
"next","adv.","A1"
"next","n.","B1"
"next to","prep.","A1"
"nice","adj.","A1"
"niche","n.","C1"
"night","n.","A1"
"nightmare","n.","B2"
"nine","number","A1"
"nineteen","number","A1"
"ninety","number","A1"
"no","det.","A1"
"no","exclam.","A1"
"no one","pron.","A1"
"nobody","pron.","A1"
"nod","v.","C1"
"noise","n.","A2"
"noisy","adj.","A2"
"nonetheless","adv.","C1"
"non-profit","adj.","C1"
"nonsense","n.","C1"
"none","pron.","A2"
"noon","n.","C1"
"nor","conj./adv.","B1"
"norm","n.","B2"
"normal","adj.","A2"
"normal","n.","B1"
"normally","adv.","A2"
"north","adj.","A1"
"north","adv.","A1"
"north","n.","A1"
"northern","adj.","B1"
"nose","n.","A1"
"not","adv.","A1"
"notable","adj.","C1"
"notably","adv.","C1"
"note","n.","A1"
"note","v.","B1"
"notebook","n.","B2"
"nothing","pron.","A1"
"notice","n.","A2"
"notice","v.","A2"
"notify","v.","C1"
"notion","n.","B2"
"notorious","adj.","C1"
"novel","adj.","C1"
"novel","n.","A2"
"novelist","n.","B2"
"November","n.","A1"
"now","adv.","A1"
"now","conj.","B1"
"nowadays","adv.","B2"
"nowhere","adv.","A2"
"nuclear","adj.","B1"
"number","n.","A1"
"number","v.","A2"
"numerous","adj.","B2"
"nurse","n.","A1"
"nursery","n.","C1"
"nursing","adj.","B2"
"nut","n.","A2"
"nutrition","n.","B2"
"obesity","n.","B2"
"obey","v.","B2"
"object","n.","A1"
"object","v.","B2"
"objection","n.","C1"
"objective","adj.","B2"
"objective","n.","B2"
"obligation","n.","B2"
"oblige","v.","C1"
"observation","n.","B2"
"observe","v.","B2"
"observer","n.","B2"
"obsess","v.","C1"
"obsession","n.","C1"
"obstacle","n.","B2"
"obtain","v.","B2"
"obvious","adj.","B1"
"obviously","adv.","B1"
"occasion","n.","B1"
"occasional","adj.","C1"
"occasionally","adv.","B2"
"occupation","n.","B2"
"occupy","v.","B2"
"occur","v.","B1"
"occurrence","n.","C1"
"ocean","n.","A2"
"o'clock","adv.","A1"
"October","n.","A1"
"odd","adj.","B1"
"odds","n.","C1"
"of","prep.","A1"
"off","adv.","A1"
"off","prep.","A1"
"offence","n.","B2"
"offend","v.","B2"
"offender","n.","B2"
"offensive","adj.","B2"
"offer","n.","A2"
"offer","v.","A2"
"offering","n.","C1"
"office","n.","A1"
"officer","n.","A2"
"official","adj.","B1"
"official","n.","B2"
"offspring","n.","C1"
"often","adv.","A1"
"oh","exclam.","A1"
"oil","n.","A2"
"OK","adj./adv.","A1"
"OK","exclam.","A1"
"old","adj.","A1"
"old-fashioned","adj.","B1"
"on","adv.","A1"
"on","prep.","A1"
"once","adv.","A1"
"once","conj.","B1"
"one","det.","A1"
"one","number","A1"
"one","pron.","A1"
"ongoing","adj.","B2"
"onion","n.","A1"
"online","adj.","A1"
"online","adv.","A1"
"only","adj.","A1"
"only","adv.","A1"
"onto","prep.","A2"
"open","adj.","A1"
"open","v.","A1"
"opening","n.","B2"
"openly","adv.","B2"
"opera","n.","B2"
"operate","v.","B2"
"operational","adj.","C1"
"operation","n.","B1"
"operator","n.","B2"
"opinion","n.","A1"
"opponent","n.","B2"
"opportunity","n.","A2"
"oppose","v.","B2"
"opposed","adj.","B2"
"opposite","adj.","A1"
"opposite","adv.","A1"
"opposite","n.","A1"
"opposite","prep.","A1"
"opposition","n.","B2"
"opt","v.","C1"
"optical","adj.","C1"
"optimism","n.","C1"
"optimistic","adj.","B2"
"option","n.","A2"
"or","conj.","A1"
"oral","adj.","C1"
"orange","adj.","A1"
"orange","n.","A1"
"orchestra","n.","B2"
"order","n.","A1"
"order","v.","A1"
"ordinary","adj.","A2"
"organ","n.","B2"
"organic","adj.","B2"
"organization","n.","A2"
"organizational","adj.","C1"
